species,assembly_type,software,field,operator,value,severity,source,special_field
Acinetobacter ursingii,short,Checkm,N50 (scaffolds),>=,45000,warn,qualibact-v1.0,
Acinetobacter ursingii,short,Quast,# contigs (>= 0 bp),<=,260,fail,qualibact-v1.0,
Acinetobacter ursingii,short,Quast,# contigs (>= 0 bp),<=,250,warn,qualibact-v1.0,
Acinetobacter ursingii,short,Quast,N50,>=,33000,fail,qualibact-v1.0,
Acinetobacter ursingii,short,Quast,N50,>=,45000,warn,qualibact-v1.0,
Actinobacillus lignieresii,all,Checkm,Completeness,>=,93,fail,qualibact-v1.0,
Actinobacillus lignieresii,all,Checkm,Completeness,>=,100,warn,qualibact-v1.0,
Actinobacillus lignieresii,all,Checkm,Contamination,<=,1,fail,qualibact-v1.0,
Actinobacillus lignieresii,all,Checkm,Contamination,<=,1,warn,qualibact-v1.0,
Actinobacillus lignieresii,all,Checkm,GC,<=,41.24,fail,qualibact-v1.0,
Actinobacillus lignieresii,all,Checkm,GC,<=,41.22,warn,qualibact-v1.0,
Actinobacillus lignieresii,all,Checkm,GC,>=,41.01,fail,qualibact-v1.0,
Actinobacillus lignieresii,all,Checkm,GC,>=,41.03,warn,qualibact-v1.0,
Actinobacillus lignieresii,all,Checkm,Genome size (bp),<=,2400000,fail,qualibact-v1.0,
Actinobacillus lignieresii,all,Checkm,Genome size (bp),<=,2400000,warn,qualibact-v1.0,
Actinobacillus lignieresii,all,Checkm,Genome size (bp),>=,2100000,fail,qualibact-v1.0,
Actinobacillus lignieresii,all,Checkm,Genome size (bp),>=,2200000,warn,qualibact-v1.0,
Actinobacillus lignieresii,all,Checkm,Total_Coding_Sequences,<=,2400,fail,qualibact-v1.0,
Actinobacillus lignieresii,all,Checkm,Total_Coding_Sequences,<=,2300,warn,qualibact-v1.0,
Actinobacillus lignieresii,all,Checkm,Total_Coding_Sequences,>=,2000,fail,qualibact-v1.0,
Actinobacillus lignieresii,all,Checkm,Total_Coding_Sequences,>=,2000,warn,qualibact-v1.0,
Actinobacillus lignieresii,all,Quast,GC (%),<=,41.24,fail,qualibact-v1.0,
Actinobacillus lignieresii,all,Quast,GC (%),<=,41.22,warn,qualibact-v1.0,
Actinobacillus lignieresii,all,Quast,GC (%),>=,41.01,fail,qualibact-v1.0,
Actinobacillus lignieresii,all,Quast,GC (%),>=,41.03,warn,qualibact-v1.0,
Actinobacillus lignieresii,all,Quast,Total length (>= 0 bp),<=,2400000,fail,qualibact-v1.0,
Actinobacillus lignieresii,all,Quast,Total length (>= 0 bp),<=,2400000,warn,qualibact-v1.0,
Actinobacillus lignieresii,all,Quast,Total length (>= 0 bp),>=,2100000,fail,qualibact-v1.0,
Actinobacillus lignieresii,all,Quast,Total length (>= 0 bp),>=,2200000,warn,qualibact-v1.0,
Actinobacillus lignieresii,all,Speciator,confidence,regex,^good$,fail,qualibact-v1.0,
Actinobacillus lignieresii,all,Speciator,genusName,regex,^Actinobacillus,fail,qualibact-v1.0,
Actinobacillus lignieresii,all,Speciator,speciesName,regex,^Actinobacillus lignieresii,fail,qualibact-v1.0,species_field
Actinobacillus lignieresii,all,Sylph,number_of_genomes,=,1,fail,qualibact-v1.0,
Actinobacillus lignieresii,all,Sylph,species_name,regex,^Actinobacillus lignieresii,fail,qualibact-v1.0,species_field
Actinobacillus lignieresii,short,Checkm,# contigs,<=,160,fail,qualibact-v1.0,
Actinobacillus lignieresii,short,Checkm,# contigs,<=,140,warn,qualibact-v1.0,
Actinobacillus lignieresii,short,Checkm,N50 (scaffolds),>=,36000,fail,qualibact-v1.0,
Actinobacillus lignieresii,short,Checkm,N50 (scaffolds),>=,42000,warn,qualibact-v1.0,
Actinobacillus lignieresii,short,Quast,# contigs (>= 0 bp),<=,160,fail,qualibact-v1.0,
Actinobacillus lignieresii,short,Quast,# contigs (>= 0 bp),<=,140,warn,qualibact-v1.0,
Actinobacillus lignieresii,short,Quast,N50,>=,36000,fail,qualibact-v1.0,
Actinobacillus lignieresii,short,Quast,N50,>=,42000,warn,qualibact-v1.0,
Aerococcus urinae,all,Checkm,Completeness,>=,92,fail,qualibact-v1.0,
Aerococcus urinae,all,Checkm,Completeness,>=,99,warn,qualibact-v1.0,
Aerococcus urinae,all,Checkm,Contamination,<=,4,fail,qualibact-v1.0,
Aerococcus urinae,all,Checkm,Contamination,<=,1,warn,qualibact-v1.0,
Aerococcus urinae,all,Checkm,GC,<=,42.61,fail,qualibact-v1.0,
Aerococcus urinae,all,Checkm,GC,<=,42.59,warn,qualibact-v1.0,
Aerococcus urinae,all,Checkm,GC,>=,41.71,fail,qualibact-v1.0,
Aerococcus urinae,all,Checkm,GC,>=,41.72,warn,qualibact-v1.0,
Aerococcus urinae,all,Checkm,Genome size (bp),<=,2200000,fail,qualibact-v1.0,
Aerococcus urinae,all,Checkm,Genome size (bp),<=,2200000,warn,qualibact-v1.0,
Aerococcus urinae,all,Checkm,Genome size (bp),>=,1900000,fail,qualibact-v1.0,
Aerococcus urinae,all,Checkm,Genome size (bp),>=,1900000,warn,qualibact-v1.0,
Aerococcus urinae,all,Checkm,Total_Coding_Sequences,<=,2000,fail,qualibact-v1.0,
Aerococcus urinae,all,Checkm,Total_Coding_Sequences,<=,2000,warn,qualibact-v1.0,
Aerococcus urinae,all,Checkm,Total_Coding_Sequences,>=,1700,fail,qualibact-v1.0,
Aerococcus urinae,all,Checkm,Total_Coding_Sequences,>=,1700,warn,qualibact-v1.0,
Aerococcus urinae,all,Quast,GC (%),<=,42.61,fail,qualibact-v1.0,
Aerococcus urinae,all,Quast,GC (%),<=,42.59,warn,qualibact-v1.0,
Aerococcus urinae,all,Quast,GC (%),>=,41.71,fail,qualibact-v1.0,
Aerococcus urinae,all,Quast,GC (%),>=,41.72,warn,qualibact-v1.0,
Aerococcus urinae,all,Quast,Total length (>= 0 bp),<=,2200000,fail,qualibact-v1.0,
Aerococcus urinae,all,Quast,Total length (>= 0 bp),<=,2200000,warn,qualibact-v1.0,
Aerococcus urinae,all,Quast,Total length (>= 0 bp),>=,1900000,fail,qualibact-v1.0,
Aerococcus urinae,all,Quast,Total length (>= 0 bp),>=,1900000,warn,qualibact-v1.0,
Aerococcus urinae,all,Speciator,confidence,regex,^good$,fail,qualibact-v1.0,
Aerococcus urinae,all,Speciator,genusName,regex,^Aerococcus,fail,qualibact-v1.0,
Aerococcus urinae,all,Speciator,speciesName,regex,^Aerococcus urinae,fail,qualibact-v1.0,species_field
Aerococcus urinae,all,Sylph,number_of_genomes,=,1,fail,qualibact-v1.0,
Aerococcus urinae,all,Sylph,species_name,regex,^Aerococcus urinae,fail,qualibact-v1.0,species_field
Aerococcus urinae,short,Checkm,# contigs,<=,110,fail,qualibact-v1.0,
Aerococcus urinae,short,Checkm,# contigs,<=,90,warn,qualibact-v1.0,
Aerococcus urinae,short,Checkm,N50 (scaffolds),>=,59000,fail,qualibact-v1.0,
Aerococcus urinae,short,Checkm,N50 (scaffolds),>=,75000,warn,qualibact-v1.0,
Aerococcus urinae,short,Quast,# contigs (>= 0 bp),<=,110,fail,qualibact-v1.0,
Aerococcus urinae,short,Quast,# contigs (>= 0 bp),<=,90,warn,qualibact-v1.0,
Aerococcus urinae,short,Quast,N50,>=,59000,fail,qualibact-v1.0,
Aerococcus urinae,short,Quast,N50,>=,75000,warn,qualibact-v1.0,
Aeromonas caviae,all,Checkm,Completeness,>=,98,fail,qualibact-v1.0,
Aeromonas caviae,all,Checkm,Completeness,>=,100,warn,qualibact-v1.0,
Aeromonas caviae,all,Checkm,Contamination,<=,6,fail,qualibact-v1.0,
Aeromonas caviae,all,Checkm,Contamination,<=,1,warn,qualibact-v1.0,
Aeromonas caviae,all,Checkm,GC,<=,62.07,fail,qualibact-v1.0,
Aeromonas caviae,all,Checkm,GC,<=,62,warn,qualibact-v1.0,
Aeromonas caviae,all,Checkm,GC,>=,60.36,fail,qualibact-v1.0,
Aeromonas caviae,all,Checkm,GC,>=,60.89,warn,qualibact-v1.0,
Aeromonas caviae,all,Checkm,Genome size (bp),<=,5400000,fail,qualibact-v1.0,
Aeromonas caviae,all,Checkm,Genome size (bp),<=,4900000,warn,qualibact-v1.0,
Aeromonas caviae,all,Checkm,Genome size (bp),>=,4200000,fail,qualibact-v1.0,
Aeromonas caviae,all,Checkm,Genome size (bp),>=,4200000,warn,qualibact-v1.0,
Aeromonas caviae,all,Checkm,Total_Coding_Sequences,<=,5200,fail,qualibact-v1.0,
Aeromonas caviae,all,Checkm,Total_Coding_Sequences,<=,4700,warn,qualibact-v1.0,
Aeromonas caviae,all,Checkm,Total_Coding_Sequences,>=,3800,fail,qualibact-v1.0,
Aeromonas caviae,all,Checkm,Total_Coding_Sequences,>=,3800,warn,qualibact-v1.0,
Aeromonas caviae,all,Quast,GC (%),<=,62.07,fail,qualibact-v1.0,
Aeromonas caviae,all,Quast,GC (%),<=,62,warn,qualibact-v1.0,
Aeromonas caviae,all,Quast,GC (%),>=,60.36,fail,qualibact-v1.0,
Aeromonas caviae,all,Quast,GC (%),>=,60.89,warn,qualibact-v1.0,
Aeromonas caviae,all,Quast,Total length (>= 0 bp),<=,5400000,fail,qualibact-v1.0,
Aeromonas caviae,all,Quast,Total length (>= 0 bp),<=,4900000,warn,qualibact-v1.0,
Aeromonas caviae,all,Quast,Total length (>= 0 bp),>=,4200000,fail,qualibact-v1.0,
Aeromonas caviae,all,Quast,Total length (>= 0 bp),>=,4200000,warn,qualibact-v1.0,
Aeromonas caviae,all,Speciator,confidence,regex,^good$,fail,qualibact-v1.0,
Aeromonas caviae,all,Speciator,genusName,regex,^Aeromonas,fail,qualibact-v1.0,
Aeromonas caviae,all,Speciator,speciesName,regex,^Aeromonas caviae,fail,qualibact-v1.0,species_field
Aeromonas caviae,all,Sylph,number_of_genomes,=,1,fail,qualibact-v1.0,
Aeromonas caviae,all,Sylph,species_name,regex,^Aeromonas caviae,fail,qualibact-v1.0,species_field
Aeromonas caviae,short,Checkm,# contigs,<=,610,fail,qualibact-v1.0,
Aeromonas caviae,short,Checkm,# contigs,<=,450,warn,qualibact-v1.0,
Aeromonas caviae,short,Checkm,N50 (scaffolds),>=,27000,fail,qualibact-v1.0,
Aeromonas caviae,short,Checkm,N50 (scaffolds),>=,35000,warn,qualibact-v1.0,
Aeromonas caviae,short,Quast,# contigs (>= 0 bp),<=,610,fail,qualibact-v1.0,
Aeromonas caviae,short,Quast,# contigs (>= 0 bp),<=,450,warn,qualibact-v1.0,
Aeromonas caviae,short,Quast,N50,>=,27000,fail,qualibact-v1.0,
Aeromonas caviae,short,Quast,N50,>=,35000,warn,qualibact-v1.0,
Aeromonas dhakensis,all,Checkm,Completeness,>=,97,fail,qualibact-v1.0,
Aeromonas dhakensis,all,Checkm,Completeness,>=,100,warn,qualibact-v1.0,
Aeromonas dhakensis,all,Checkm,Contamination,<=,1,fail,qualibact-v1.0,
Aeromonas dhakensis,all,Checkm,Contamination,<=,1,warn,qualibact-v1.0,
Aeromonas dhakensis,all,Checkm,GC,<=,61.98,fail,qualibact-v1.0,
Aeromonas dhakensis,all,Checkm,GC,<=,61.96,warn,qualibact-v1.0,
Aeromonas dhakensis,all,Checkm,GC,>=,60.97,fail,qualibact-v1.0,
Aeromonas dhakensis,all,Checkm,GC,>=,61.24,warn,qualibact-v1.0,
Aeromonas dhakensis,all,Checkm,Genome size (bp),<=,5100000,fail,qualibact-v1.0,
Aeromonas dhakensis,all,Checkm,Genome size (bp),<=,5000000,warn,qualibact-v1.0,
Aeromonas dhakensis,all,Checkm,Genome size (bp),>=,4600000,fail,qualibact-v1.0,
Aeromonas dhakensis,all,Checkm,Genome size (bp),>=,4600000,warn,qualibact-v1.0,
Aeromonas dhakensis,all,Checkm,Total_Coding_Sequences,<=,4700,fail,qualibact-v1.0,
Aeromonas dhakensis,all,Checkm,Total_Coding_Sequences,<=,4500,warn,qualibact-v1.0,
Aeromonas dhakensis,all,Checkm,Total_Coding_Sequences,>=,4100,fail,qualibact-v1.0,
Aeromonas dhakensis,all,Checkm,Total_Coding_Sequences,>=,4100,warn,qualibact-v1.0,
Aeromonas dhakensis,all,Quast,GC (%),<=,61.98,fail,qualibact-v1.0,
Aeromonas dhakensis,all,Quast,GC (%),<=,61.96,warn,qualibact-v1.0,
Aeromonas dhakensis,all,Quast,GC (%),>=,60.97,fail,qualibact-v1.0,
Aeromonas dhakensis,all,Quast,GC (%),>=,61.24,warn,qualibact-v1.0,
Aeromonas dhakensis,all,Quast,Total length (>= 0 bp),<=,5100000,fail,qualibact-v1.0,
Aeromonas dhakensis,all,Quast,Total length (>= 0 bp),<=,5000000,warn,qualibact-v1.0,
Aeromonas dhakensis,all,Quast,Total length (>= 0 bp),>=,4600000,fail,qualibact-v1.0,
Aeromonas dhakensis,all,Quast,Total length (>= 0 bp),>=,4600000,warn,qualibact-v1.0,
Aeromonas dhakensis,all,Speciator,confidence,regex,^good$,fail,qualibact-v1.0,
Aeromonas dhakensis,all,Speciator,genusName,regex,^Aeromonas,fail,qualibact-v1.0,
Aeromonas dhakensis,all,Speciator,speciesName,regex,^Aeromonas dhakensis,fail,qualibact-v1.0,species_field
Aeromonas dhakensis,all,Sylph,number_of_genomes,=,1,fail,qualibact-v1.0,
Aeromonas dhakensis,all,Sylph,species_name,regex,^Aeromonas dhakensis,fail,qualibact-v1.0,species_field
Aeromonas dhakensis,short,Checkm,# contigs,<=,180,fail,qualibact-v1.0,
Aeromonas dhakensis,short,Checkm,# contigs,<=,180,warn,qualibact-v1.0,
Aeromonas dhakensis,short,Checkm,N50 (scaffolds),>=,61000,fail,qualibact-v1.0,
Aeromonas dhakensis,short,Checkm,N50 (scaffolds),>=,63000,warn,qualibact-v1.0,
Aeromonas dhakensis,short,Quast,# contigs (>= 0 bp),<=,180,fail,qualibact-v1.0,
Aeromonas dhakensis,short,Quast,# contigs (>= 0 bp),<=,180,warn,qualibact-v1.0,
Aeromonas dhakensis,short,Quast,N50,>=,61000,fail,qualibact-v1.0,
Aeromonas dhakensis,short,Quast,N50,>=,63000,warn,qualibact-v1.0,
Aeromonas hydrophila,all,Checkm,Completeness,>=,89,fail,qualibact-v1.0,
Aeromonas hydrophila,all,Checkm,Completeness,>=,100,warn,qualibact-v1.0,
Aeromonas hydrophila,all,Checkm,Contamination,<=,8,fail,qualibact-v1.0,
Aeromonas hydrophila,all,Checkm,Contamination,<=,2,warn,qualibact-v1.0,
Aeromonas hydrophila,all,Checkm,GC,<=,62.02,fail,qualibact-v1.0,
Aeromonas hydrophila,all,Checkm,GC,<=,61.65,warn,qualibact-v1.0,
Aeromonas hydrophila,all,Checkm,GC,>=,60.3,fail,qualibact-v1.0,
Aeromonas hydrophila,all,Checkm,GC,>=,60.73,warn,qualibact-v1.0,
Aeromonas hydrophila,all,Checkm,Genome size (bp),<=,5700000,fail,qualibact-v1.0,
Aeromonas hydrophila,all,Checkm,Genome size (bp),<=,5400000,warn,qualibact-v1.0,
Aeromonas hydrophila,all,Checkm,Genome size (bp),>=,4400000,fail,qualibact-v1.0,
Aeromonas hydrophila,all,Checkm,Genome size (bp),>=,4600000,warn,qualibact-v1.0,
Aeromonas hydrophila,all,Checkm,Total_Coding_Sequences,<=,5400,fail,qualibact-v1.0,
Aeromonas hydrophila,all,Checkm,Total_Coding_Sequences,<=,5000,warn,qualibact-v1.0,
Aeromonas hydrophila,all,Checkm,Total_Coding_Sequences,>=,4000,fail,qualibact-v1.0,
Aeromonas hydrophila,all,Checkm,Total_Coding_Sequences,>=,4100,warn,qualibact-v1.0,
Aeromonas hydrophila,all,Quast,GC (%),<=,62.02,fail,qualibact-v1.0,
Aeromonas hydrophila,all,Quast,GC (%),<=,61.65,warn,qualibact-v1.0,
Aeromonas hydrophila,all,Quast,GC (%),>=,60.3,fail,qualibact-v1.0,
Aeromonas hydrophila,all,Quast,GC (%),>=,60.73,warn,qualibact-v1.0,
Aeromonas hydrophila,all,Quast,Total length (>= 0 bp),<=,5700000,fail,qualibact-v1.0,
Aeromonas hydrophila,all,Quast,Total length (>= 0 bp),<=,5400000,warn,qualibact-v1.0,
Aeromonas hydrophila,all,Quast,Total length (>= 0 bp),>=,4400000,fail,qualibact-v1.0,
Aeromonas hydrophila,all,Quast,Total length (>= 0 bp),>=,4600000,warn,qualibact-v1.0,
Aeromonas hydrophila,all,Speciator,confidence,regex,^good$,fail,qualibact-v1.0,
Aeromonas hydrophila,all,Speciator,genusName,regex,^Aeromonas,fail,qualibact-v1.0,
Aeromonas hydrophila,all,Speciator,speciesName,regex,^Aeromonas hydrophila,fail,qualibact-v1.0,species_field
Aeromonas hydrophila,all,Sylph,number_of_genomes,=,1,fail,qualibact-v1.0,
Aeromonas hydrophila,all,Sylph,species_name,regex,^Aeromonas hydrophila,fail,qualibact-v1.0,species_field
Aeromonas hydrophila,short,Checkm,# contigs,<=,320,fail,qualibact-v1.0,
Aeromonas hydrophila,short,Checkm,# contigs,<=,210,warn,qualibact-v1.0,
Aeromonas hydrophila,short,Checkm,N50 (scaffolds),>=,44000,fail,qualibact-v1.0,
Aeromonas hydrophila,short,Checkm,N50 (scaffolds),>=,52000,warn,qualibact-v1.0,
Aeromonas hydrophila,short,Quast,# contigs (>= 0 bp),<=,320,fail,qualibact-v1.0,
Aeromonas hydrophila,short,Quast,# contigs (>= 0 bp),<=,210,warn,qualibact-v1.0,
Aeromonas hydrophila,short,Quast,N50,>=,44000,fail,qualibact-v1.0,
Aeromonas hydrophila,short,Quast,N50,>=,52000,warn,qualibact-v1.0,
Aeromonas salmonicida,all,Checkm,Completeness,>=,94,fail,qualibact-v1.0,
Aeromonas salmonicida,all,Checkm,Completeness,>=,100,warn,qualibact-v1.0,
Aeromonas salmonicida,all,Checkm,Contamination,<=,2,fail,qualibact-v1.0,
Aeromonas salmonicida,all,Checkm,Contamination,<=,2,warn,qualibact-v1.0,
Aeromonas salmonicida,all,Checkm,GC,<=,59.04,fail,qualibact-v1.0,
Aeromonas salmonicida,all,Checkm,GC,<=,58.87,warn,qualibact-v1.0,
Aeromonas salmonicida,all,Checkm,GC,>=,58.14,fail,qualibact-v1.0,
Aeromonas salmonicida,all,Checkm,GC,>=,58.27,warn,qualibact-v1.0,
Aeromonas salmonicida,all,Checkm,Genome size (bp),<=,5200000,fail,qualibact-v1.0,
Aeromonas salmonicida,all,Checkm,Genome size (bp),<=,5100000,warn,qualibact-v1.0,
Aeromonas salmonicida,all,Checkm,Genome size (bp),>=,4300000,fail,qualibact-v1.0,
Aeromonas salmonicida,all,Checkm,Genome size (bp),>=,4500000,warn,qualibact-v1.0,
Aeromonas salmonicida,all,Checkm,Total_Coding_Sequences,<=,5000,fail,qualibact-v1.0,
Aeromonas salmonicida,all,Checkm,Total_Coding_Sequences,<=,4800,warn,qualibact-v1.0,
Aeromonas salmonicida,all,Checkm,Total_Coding_Sequences,>=,4200,fail,qualibact-v1.0,
Aeromonas salmonicida,all,Checkm,Total_Coding_Sequences,>=,4200,warn,qualibact-v1.0,
Aeromonas salmonicida,all,Quast,GC (%),<=,59.04,fail,qualibact-v1.0,
Aeromonas salmonicida,all,Quast,GC (%),<=,58.87,warn,qualibact-v1.0,
Aeromonas salmonicida,all,Quast,GC (%),>=,58.14,fail,qualibact-v1.0,
Aeromonas salmonicida,all,Quast,GC (%),>=,58.27,warn,qualibact-v1.0,
Aeromonas salmonicida,all,Quast,Total length (>= 0 bp),<=,5200000,fail,qualibact-v1.0,
Aeromonas salmonicida,all,Quast,Total length (>= 0 bp),<=,5100000,warn,qualibact-v1.0,
Aeromonas salmonicida,all,Quast,Total length (>= 0 bp),>=,4300000,fail,qualibact-v1.0,
Aeromonas salmonicida,all,Quast,Total length (>= 0 bp),>=,4500000,warn,qualibact-v1.0,
Aeromonas salmonicida,all,Speciator,confidence,regex,^good$,fail,qualibact-v1.0,
Aeromonas salmonicida,all,Speciator,genusName,regex,^Aeromonas,fail,qualibact-v1.0,
Aeromonas salmonicida,all,Speciator,speciesName,regex,^Aeromonas salmonicida,fail,qualibact-v1.0,species_field
Aeromonas salmonicida,all,Sylph,number_of_genomes,=,1,fail,qualibact-v1.0,
Aeromonas salmonicida,all,Sylph,species_name,regex,^Aeromonas salmonicida,fail,qualibact-v1.0,species_field
Aeromonas salmonicida,short,Checkm,# contigs,<=,490,fail,qualibact-v1.0,
Aeromonas salmonicida,short,Checkm,# contigs,<=,350,warn,qualibact-v1.0,
Aeromonas salmonicida,short,Checkm,N50 (scaffolds),>=,25000,fail,qualibact-v1.0,
Aeromonas salmonicida,short,Checkm,N50 (scaffolds),>=,39000,warn,qualibact-v1.0,
Aeromonas salmonicida,short,Quast,# contigs (>= 0 bp),<=,490,fail,qualibact-v1.0,
Aeromonas salmonicida,short,Quast,# contigs (>= 0 bp),<=,350,warn,qualibact-v1.0,
Aeromonas salmonicida,short,Quast,N50,>=,25000,fail,qualibact-v1.0,
Aeromonas salmonicida,short,Quast,N50,>=,39000,warn,qualibact-v1.0,
Aeromonas veronii,all,Checkm,Completeness,>=,90,fail,qualibact-v1.0,
Aeromonas veronii,all,Checkm,Completeness,>=,100,warn,qualibact-v1.0,
Aeromonas veronii,all,Checkm,Contamination,<=,11,fail,qualibact-v1.0,
Aeromonas veronii,all,Checkm,Contamination,<=,1,warn,qualibact-v1.0,
Aeromonas veronii,all,Checkm,GC,<=,61.01,fail,qualibact-v1.0,
Aeromonas veronii,all,Checkm,GC,<=,59.04,warn,qualibact-v1.0,
Aeromonas veronii,all,Checkm,GC,>=,57.97,fail,qualibact-v1.0,
Aeromonas veronii,all,Checkm,GC,>=,58.17,warn,qualibact-v1.0,
Aeromonas veronii,all,Checkm,Genome size (bp),<=,5300000,fail,qualibact-v1.0,
Aeromonas veronii,all,Checkm,Genome size (bp),<=,5000000,warn,qualibact-v1.0,
Aeromonas veronii,all,Checkm,Genome size (bp),>=,4300000,fail,qualibact-v1.0,
Aeromonas veronii,all,Checkm,Genome size (bp),>=,4300000,warn,qualibact-v1.0,
Aeromonas veronii,all,Checkm,Total_Coding_Sequences,<=,5000,fail,qualibact-v1.0,
Aeromonas veronii,all,Checkm,Total_Coding_Sequences,<=,4700,warn,qualibact-v1.0,
Aeromonas veronii,all,Checkm,Total_Coding_Sequences,>=,3900,fail,qualibact-v1.0,
Aeromonas veronii,all,Checkm,Total_Coding_Sequences,>=,3900,warn,qualibact-v1.0,
Aeromonas veronii,all,Quast,GC (%),<=,61.01,fail,qualibact-v1.0,
Aeromonas veronii,all,Quast,GC (%),<=,59.04,warn,qualibact-v1.0,
Aeromonas veronii,all,Quast,GC (%),>=,57.97,fail,qualibact-v1.0,
Aeromonas veronii,all,Quast,GC (%),>=,58.17,warn,qualibact-v1.0,
Aeromonas veronii,all,Quast,Total length (>= 0 bp),<=,5300000,fail,qualibact-v1.0,
Aeromonas veronii,all,Quast,Total length (>= 0 bp),<=,5000000,warn,qualibact-v1.0,
Aeromonas veronii,all,Quast,Total length (>= 0 bp),>=,4300000,fail,qualibact-v1.0,
Aeromonas veronii,all,Quast,Total length (>= 0 bp),>=,4300000,warn,qualibact-v1.0,
Aeromonas veronii,all,Speciator,confidence,regex,^good$,fail,qualibact-v1.0,
Aeromonas veronii,all,Speciator,genusName,regex,^Aeromonas,fail,qualibact-v1.0,
Aeromonas veronii,all,Speciator,speciesName,regex,^Aeromonas veronii,fail,qualibact-v1.0,species_field
Aeromonas veronii,all,Sylph,number_of_genomes,=,1,fail,qualibact-v1.0,
Aeromonas veronii,all,Sylph,species_name,regex,^Aeromonas veronii,fail,qualibact-v1.0,species_field
Aeromonas veronii,short,Checkm,# contigs,<=,330,fail,qualibact-v1.0,
Aeromonas veronii,short,Checkm,# contigs,<=,250,warn,qualibact-v1.0,
Aeromonas veronii,short,Checkm,N50 (scaffolds),>=,35000,fail,qualibact-v1.0,
Aeromonas veronii,short,Checkm,N50 (scaffolds),>=,65000,warn,qualibact-v1.0,
Aeromonas veronii,short,Quast,# contigs (>= 0 bp),<=,330,fail,qualibact-v1.0,
Aeromonas veronii,short,Quast,# contigs (>= 0 bp),<=,250,warn,qualibact-v1.0,
Aeromonas veronii,short,Quast,N50,>=,35000,fail,qualibact-v1.0,
Aeromonas veronii,short,Quast,N50,>=,65000,warn,qualibact-v1.0,
Agrobacterium fabacearum,all,Checkm,Completeness,>=,88,fail,qualibact-v1.0,
Agrobacterium fabacearum,all,Checkm,Completeness,>=,100,warn,qualibact-v1.0,
Agrobacterium fabacearum,all,Checkm,Contamination,<=,16,fail,qualibact-v1.0,
Agrobacterium fabacearum,all,Checkm,Contamination,<=,4,warn,qualibact-v1.0,
Agrobacterium fabacearum,all,Checkm,GC,<=,60.03,fail,qualibact-v1.0,
Agrobacterium fabacearum,all,Checkm,GC,<=,58.62,warn,qualibact-v1.0,
Agrobacterium fabacearum,all,Checkm,GC,>=,57.16,fail,qualibact-v1.0,
Agrobacterium fabacearum,all,Checkm,GC,>=,58.31,warn,qualibact-v1.0,
Agrobacterium fabacearum,all,Checkm,Genome size (bp),<=,6500000,fail,qualibact-v1.0,
Agrobacterium fabacearum,all,Checkm,Genome size (bp),<=,6400000,warn,qualibact-v1.0,
