species,assembly_type,software,field,operator,value,severity,source,special_field
Ligilactobacillus salivarius,all,Quast,Total length (>= 0 bp),>=,1700000,fail,qualibact-v1.0,
Ligilactobacillus salivarius,all,Quast,Total length (>= 0 bp),>=,1800000,warn,qualibact-v1.0,
Ligilactobacillus salivarius,all,Speciator,confidence,regex,^good$,fail,qualibact-v1.0,
Ligilactobacillus salivarius,all,Speciator,genusName,regex,^Ligilactobacillus,fail,qualibact-v1.0,
Ligilactobacillus salivarius,all,Speciator,speciesName,regex,^Ligilactobacillus salivarius,fail,qualibact-v1.0,species_field
Ligilactobacillus salivarius,all,Sylph,number_of_genomes,=,1,fail,qualibact-v1.0,
Ligilactobacillus salivarius,all,Sylph,species_name,regex,^Ligilactobacillus salivarius,fail,qualibact-v1.0,species_field
Ligilactobacillus salivarius,short,Checkm,# contigs,<=,260,fail,qualibact-v1.0,
Ligilactobacillus salivarius,short,Checkm,# contigs,<=,210,warn,qualibact-v1.0,
Ligilactobacillus salivarius,short,Checkm,N50 (scaffolds),>=,16000,fail,qualibact-v1.0,
Ligilactobacillus salivarius,short,Checkm,N50 (scaffolds),>=,24000,warn,qualibact-v1.0,
Ligilactobacillus salivarius,short,Quast,# contigs (>= 0 bp),<=,260,fail,qualibact-v1.0,
Ligilactobacillus salivarius,short,Quast,# contigs (>= 0 bp),<=,210,warn,qualibact-v1.0,
Ligilactobacillus salivarius,short,Quast,N50,>=,16000,fail,qualibact-v1.0,
Ligilactobacillus salivarius,short,Quast,N50,>=,24000,warn,qualibact-v1.0,
Limosilactobacillus fermentum,all,Checkm,Completeness,>=,85,fail,qualibact-v1.0,
Limosilactobacillus fermentum,all,Checkm,Completeness,>=,99,warn,qualibact-v1.0,
Limosilactobacillus fermentum,all,Checkm,Contamination,<=,11,fail,qualibact-v1.0,
Limosilactobacillus fermentum,all,Checkm,Contamination,<=,1,warn,qualibact-v1.0,
Limosilactobacillus fermentum,all,Checkm,GC,<=,52.35,fail,qualibact-v1.0,
Limosilactobacillus fermentum,all,Checkm,GC,<=,52.27,warn,qualibact-v1.0,
Limosilactobacillus fermentum,all,Checkm,GC,>=,50.48,fail,qualibact-v1.0,
Limosilactobacillus fermentum,all,Checkm,GC,>=,51.23,warn,qualibact-v1.0,
Limosilactobacillus fermentum,all,Checkm,Genome size (bp),<=,2400000,fail,qualibact-v1.0,
Limosilactobacillus fermentum,all,Checkm,Genome size (bp),<=,2200000,warn,qualibact-v1.0,
Limosilactobacillus fermentum,all,Checkm,Genome size (bp),>=,1800000,fail,qualibact-v1.0,
Limosilactobacillus fermentum,all,Checkm,Genome size (bp),>=,1900000,warn,qualibact-v1.0,
Limosilactobacillus fermentum,all,Checkm,Total_Coding_Sequences,<=,2500,fail,qualibact-v1.0,
Limosilactobacillus fermentum,all,Checkm,Total_Coding_Sequences,<=,2300,warn,qualibact-v1.0,
Limosilactobacillus fermentum,all,Checkm,Total_Coding_Sequences,>=,1900,fail,qualibact-v1.0,
Limosilactobacillus fermentum,all,Checkm,Total_Coding_Sequences,>=,1900,warn,qualibact-v1.0,
Limosilactobacillus fermentum,all,Quast,GC (%),<=,52.35,fail,qualibact-v1.0,
Limosilactobacillus fermentum,all,Quast,GC (%),<=,52.27,warn,qualibact-v1.0,
Limosilactobacillus fermentum,all,Quast,GC (%),>=,50.48,fail,qualibact-v1.0,
Limosilactobacillus fermentum,all,Quast,GC (%),>=,51.23,warn,qualibact-v1.0,
Limosilactobacillus fermentum,all,Quast,Total length (>= 0 bp),<=,2400000,fail,qualibact-v1.0,
Limosilactobacillus fermentum,all,Quast,Total length (>= 0 bp),<=,2200000,warn,qualibact-v1.0,
Limosilactobacillus fermentum,all,Quast,Total length (>= 0 bp),>=,1800000,fail,qualibact-v1.0,
Limosilactobacillus fermentum,all,Quast,Total length (>= 0 bp),>=,1900000,warn,qualibact-v1.0,
Limosilactobacillus fermentum,all,Speciator,confidence,regex,^good$,fail,qualibact-v1.0,
Limosilactobacillus fermentum,all,Speciator,genusName,regex,^Limosilactobacillus,fail,qualibact-v1.0,
Limosilactobacillus fermentum,all,Speciator,speciesName,regex,^Limosilactobacillus fermentum,fail,qualibact-v1.0,species_field
Limosilactobacillus fermentum,all,Sylph,number_of_genomes,=,1,fail,qualibact-v1.0,
Limosilactobacillus fermentum,all,Sylph,species_name,regex,^Limosilactobacillus fermentum,fail,qualibact-v1.0,species_field
Limosilactobacillus fermentum,short,Checkm,# contigs,<=,330,fail,qualibact-v1.0,
Limosilactobacillus fermentum,short,Checkm,# contigs,<=,310,warn,qualibact-v1.0,
Limosilactobacillus fermentum,short,Checkm,N50 (scaffolds),>=,27000,fail,qualibact-v1.0,
Limosilactobacillus fermentum,short,Checkm,N50 (scaffolds),>=,30000,warn,qualibact-v1.0,
Limosilactobacillus fermentum,short,Quast,# contigs (>= 0 bp),<=,330,fail,qualibact-v1.0,
Limosilactobacillus fermentum,short,Quast,# contigs (>= 0 bp),<=,310,warn,qualibact-v1.0,
Limosilactobacillus fermentum,short,Quast,N50,>=,27000,fail,qualibact-v1.0,
Limosilactobacillus fermentum,short,Quast,N50,>=,30000,warn,qualibact-v1.0,
Limosilactobacillus mucosae,all,Checkm,Completeness,>=,97,fail,qualibact-v1.0,
Limosilactobacillus mucosae,all,Checkm,Completeness,>=,99,warn,qualibact-v1.0,
Limosilactobacillus mucosae,all,Checkm,Contamination,<=,1,fail,qualibact-v1.0,
Limosilactobacillus mucosae,all,Checkm,Contamination,<=,1,warn,qualibact-v1.0,
Limosilactobacillus mucosae,all,Checkm,GC,<=,46.92,fail,qualibact-v1.0,
Limosilactobacillus mucosae,all,Checkm,GC,<=,46.87,warn,qualibact-v1.0,
Limosilactobacillus mucosae,all,Checkm,GC,>=,46.1,fail,qualibact-v1.0,
Limosilactobacillus mucosae,all,Checkm,GC,>=,46.34,warn,qualibact-v1.0,
Limosilactobacillus mucosae,all,Checkm,Genome size (bp),<=,2500000,fail,qualibact-v1.0,
Limosilactobacillus mucosae,all,Checkm,Genome size (bp),<=,2300000,warn,qualibact-v1.0,
Limosilactobacillus mucosae,all,Checkm,Genome size (bp),>=,1800000,fail,qualibact-v1.0,
Limosilactobacillus mucosae,all,Checkm,Genome size (bp),>=,1900000,warn,qualibact-v1.0,
Limosilactobacillus mucosae,all,Checkm,Total_Coding_Sequences,<=,2400,fail,qualibact-v1.0,
Limosilactobacillus mucosae,all,Checkm,Total_Coding_Sequences,<=,2200,warn,qualibact-v1.0,
Limosilactobacillus mucosae,all,Checkm,Total_Coding_Sequences,>=,1700,fail,qualibact-v1.0,
Limosilactobacillus mucosae,all,Checkm,Total_Coding_Sequences,>=,1700,warn,qualibact-v1.0,
Limosilactobacillus mucosae,all,Quast,GC (%),<=,46.92,fail,qualibact-v1.0,
Limosilactobacillus mucosae,all,Quast,GC (%),<=,46.87,warn,qualibact-v1.0,
Limosilactobacillus mucosae,all,Quast,GC (%),>=,46.1,fail,qualibact-v1.0,
Limosilactobacillus mucosae,all,Quast,GC (%),>=,46.34,warn,qualibact-v1.0,
Limosilactobacillus mucosae,all,Quast,Total length (>= 0 bp),<=,2500000,fail,qualibact-v1.0,
Limosilactobacillus mucosae,all,Quast,Total length (>= 0 bp),<=,2300000,warn,qualibact-v1.0,
Limosilactobacillus mucosae,all,Quast,Total length (>= 0 bp),>=,1800000,fail,qualibact-v1.0,
Limosilactobacillus mucosae,all,Quast,Total length (>= 0 bp),>=,1900000,warn,qualibact-v1.0,
Limosilactobacillus mucosae,all,Speciator,confidence,regex,^good$,fail,qualibact-v1.0,
Limosilactobacillus mucosae,all,Speciator,genusName,regex,^Limosilactobacillus,fail,qualibact-v1.0,
Limosilactobacillus mucosae,all,Speciator,speciesName,regex,^Limosilactobacillus mucosae,fail,qualibact-v1.0,species_field
Limosilactobacillus mucosae,all,Sylph,number_of_genomes,=,1,fail,qualibact-v1.0,
Limosilactobacillus mucosae,all,Sylph,species_name,regex,^Limosilactobacillus mucosae,fail,qualibact-v1.0,species_field
Limosilactobacillus mucosae,short,Checkm,# contigs,<=,110,fail,qualibact-v1.0,
Limosilactobacillus mucosae,short,Checkm,# contigs,<=,110,warn,qualibact-v1.0,
Limosilactobacillus mucosae,short,Checkm,N50 (scaffolds),>=,70000,fail,qualibact-v1.0,
Limosilactobacillus mucosae,short,Checkm,N50 (scaffolds),>=,75000,warn,qualibact-v1.0,
Limosilactobacillus mucosae,short,Quast,# contigs (>= 0 bp),<=,110,fail,qualibact-v1.0,
Limosilactobacillus mucosae,short,Quast,# contigs (>= 0 bp),<=,110,warn,qualibact-v1.0,
Limosilactobacillus mucosae,short,Quast,N50,>=,70000,fail,qualibact-v1.0,
Limosilactobacillus mucosae,short,Quast,N50,>=,75000,warn,qualibact-v1.0,
Limosilactobacillus reuteri,all,Checkm,Completeness,>=,93,fail,qualibact-v1.0,
Limosilactobacillus reuteri,all,Checkm,Completeness,>=,99,warn,qualibact-v1.0,
Limosilactobacillus reuteri,all,Checkm,Contamination,<=,2,fail,qualibact-v1.0,
Limosilactobacillus reuteri,all,Checkm,Contamination,<=,2,warn,qualibact-v1.0,
Limosilactobacillus reuteri,all,Checkm,GC,<=,39.44,fail,qualibact-v1.0,
Limosilactobacillus reuteri,all,Checkm,GC,<=,38.86,warn,qualibact-v1.0,
Limosilactobacillus reuteri,all,Checkm,GC,>=,38.28,fail,qualibact-v1.0,
Limosilactobacillus reuteri,all,Checkm,GC,>=,38.35,warn,qualibact-v1.0,
Limosilactobacillus reuteri,all,Checkm,Genome size (bp),<=,2700000,fail,qualibact-v1.0,
Limosilactobacillus reuteri,all,Checkm,Genome size (bp),<=,2300000,warn,qualibact-v1.0,
Limosilactobacillus reuteri,all,Checkm,Genome size (bp),>=,1800000,fail,qualibact-v1.0,
Limosilactobacillus reuteri,all,Checkm,Genome size (bp),>=,1800000,warn,qualibact-v1.0,
Limosilactobacillus reuteri,all,Checkm,Total_Coding_Sequences,<=,2800,fail,qualibact-v1.0,
Limosilactobacillus reuteri,all,Checkm,Total_Coding_Sequences,<=,2400,warn,qualibact-v1.0,
Limosilactobacillus reuteri,all,Checkm,Total_Coding_Sequences,>=,1700,fail,qualibact-v1.0,
Limosilactobacillus reuteri,all,Checkm,Total_Coding_Sequences,>=,1800,warn,qualibact-v1.0,
Limosilactobacillus reuteri,all,Quast,GC (%),<=,39.44,fail,qualibact-v1.0,
Limosilactobacillus reuteri,all,Quast,GC (%),<=,38.86,warn,qualibact-v1.0,
Limosilactobacillus reuteri,all,Quast,GC (%),>=,38.28,fail,qualibact-v1.0,
Limosilactobacillus reuteri,all,Quast,GC (%),>=,38.35,warn,qualibact-v1.0,
Limosilactobacillus reuteri,all,Quast,Total length (>= 0 bp),<=,2700000,fail,qualibact-v1.0,
Limosilactobacillus reuteri,all,Quast,Total length (>= 0 bp),<=,2300000,warn,qualibact-v1.0,
Limosilactobacillus reuteri,all,Quast,Total length (>= 0 bp),>=,1800000,fail,qualibact-v1.0,
Limosilactobacillus reuteri,all,Quast,Total length (>= 0 bp),>=,1800000,warn,qualibact-v1.0,
Limosilactobacillus reuteri,all,Speciator,confidence,regex,^good$,fail,qualibact-v1.0,
Limosilactobacillus reuteri,all,Speciator,genusName,regex,^Limosilactobacillus,fail,qualibact-v1.0,
Limosilactobacillus reuteri,all,Speciator,speciesName,regex,^Limosilactobacillus reuteri,fail,qualibact-v1.0,species_field
Limosilactobacillus reuteri,all,Sylph,number_of_genomes,=,1,fail,qualibact-v1.0,
Limosilactobacillus reuteri,all,Sylph,species_name,regex,^Limosilactobacillus reuteri,fail,qualibact-v1.0,species_field
Limosilactobacillus reuteri,short,Checkm,# contigs,<=,380,fail,qualibact-v1.0,
Limosilactobacillus reuteri,short,Checkm,# contigs,<=,350,warn,qualibact-v1.0,
Limosilactobacillus reuteri,short,Checkm,N50 (scaffolds),>=,15000,fail,qualibact-v1.0,
Limosilactobacillus reuteri,short,Checkm,N50 (scaffolds),>=,17000,warn,qualibact-v1.0,
Limosilactobacillus reuteri,short,Quast,# contigs (>= 0 bp),<=,380,fail,qualibact-v1.0,
Limosilactobacillus reuteri,short,Quast,# contigs (>= 0 bp),<=,350,warn,qualibact-v1.0,
Limosilactobacillus reuteri,short,Quast,N50,>=,15000,fail,qualibact-v1.0,
Limosilactobacillus reuteri,short,Quast,N50,>=,17000,warn,qualibact-v1.0,
Listeria grayi,all,Checkm,Completeness,>=,83,fail,qualibact-v1.0,
Listeria grayi,all,Checkm,Completeness,>=,99,warn,qualibact-v1.0,
Listeria grayi,all,Checkm,Contamination,<=,7,fail,qualibact-v1.0,
Listeria grayi,all,Checkm,Contamination,<=,1,warn,qualibact-v1.0,
Listeria grayi,all,Checkm,GC,<=,41.69,fail,qualibact-v1.0,
Listeria grayi,all,Checkm,GC,<=,41.66,warn,qualibact-v1.0,
Listeria grayi,all,Checkm,GC,>=,41.22,fail,qualibact-v1.0,
Listeria grayi,all,Checkm,GC,>=,41.31,warn,qualibact-v1.0,
Listeria grayi,all,Checkm,Genome size (bp),<=,2900000,fail,qualibact-v1.0,
Listeria grayi,all,Checkm,Genome size (bp),<=,2900000,warn,qualibact-v1.0,
Listeria grayi,all,Checkm,Genome size (bp),>=,2500000,fail,qualibact-v1.0,
Listeria grayi,all,Checkm,Genome size (bp),>=,2600000,warn,qualibact-v1.0,
Listeria grayi,all,Checkm,Total_Coding_Sequences,<=,2900,fail,qualibact-v1.0,
Listeria grayi,all,Checkm,Total_Coding_Sequences,<=,2900,warn,qualibact-v1.0,
Listeria grayi,all,Checkm,Total_Coding_Sequences,>=,2500,fail,qualibact-v1.0,
Listeria grayi,all,Checkm,Total_Coding_Sequences,>=,2500,warn,qualibact-v1.0,
Listeria grayi,all,Quast,GC (%),<=,41.69,fail,qualibact-v1.0,
Listeria grayi,all,Quast,GC (%),<=,41.66,warn,qualibact-v1.0,
Listeria grayi,all,Quast,GC (%),>=,41.22,fail,qualibact-v1.0,
Listeria grayi,all,Quast,GC (%),>=,41.31,warn,qualibact-v1.0,
Listeria grayi,all,Quast,Total length (>= 0 bp),<=,2900000,fail,qualibact-v1.0,
Listeria grayi,all,Quast,Total length (>= 0 bp),<=,2900000,warn,qualibact-v1.0,
Listeria grayi,all,Quast,Total length (>= 0 bp),>=,2500000,fail,qualibact-v1.0,
Listeria grayi,all,Quast,Total length (>= 0 bp),>=,2600000,warn,qualibact-v1.0,
Listeria grayi,all,Speciator,confidence,regex,^good$,fail,qualibact-v1.0,
Listeria grayi,all,Speciator,genusName,regex,^Listeria,fail,qualibact-v1.0,
Listeria grayi,all,Speciator,speciesName,regex,^Listeria grayi,fail,qualibact-v1.0,species_field
Listeria grayi,all,Sylph,number_of_genomes,=,1,fail,qualibact-v1.0,
Listeria grayi,all,Sylph,species_name,regex,^Listeria grayi,fail,qualibact-v1.0,species_field
Listeria grayi,short,Checkm,# contigs,<=,90,fail,qualibact-v1.0,
Listeria grayi,short,Checkm,# contigs,<=,80,warn,qualibact-v1.0,
Listeria grayi,short,Checkm,N50 (scaffolds),>=,144000,fail,qualibact-v1.0,
Listeria grayi,short,Checkm,N50 (scaffolds),>=,163000,warn,qualibact-v1.0,
Listeria grayi,short,Quast,# contigs (>= 0 bp),<=,90,fail,qualibact-v1.0,
Listeria grayi,short,Quast,# contigs (>= 0 bp),<=,80,warn,qualibact-v1.0,
Listeria grayi,short,Quast,N50,>=,144000,fail,qualibact-v1.0,
Listeria grayi,short,Quast,N50,>=,163000,warn,qualibact-v1.0,
Listeria innocua,all,Checkm,Completeness,>=,95,fail,qualibact-v1.0,
Listeria innocua,all,Checkm,Completeness,>=,99,warn,qualibact-v1.0,
Listeria innocua,all,Checkm,Contamination,<=,2,fail,qualibact-v1.0,
Listeria innocua,all,Checkm,Contamination,<=,1,warn,qualibact-v1.0,
Listeria innocua,all,Checkm,GC,<=,37.57,fail,qualibact-v1.0,
Listeria innocua,all,Checkm,GC,<=,37.48,warn,qualibact-v1.0,
Listeria innocua,all,Checkm,GC,>=,37.19,fail,qualibact-v1.0,
Listeria innocua,all,Checkm,GC,>=,37.22,warn,qualibact-v1.0,
Listeria innocua,all,Checkm,Genome size (bp),<=,3100000,fail,qualibact-v1.0,
Listeria innocua,all,Checkm,Genome size (bp),<=,3100000,warn,qualibact-v1.0,
Listeria innocua,all,Checkm,Genome size (bp),>=,2700000,fail,qualibact-v1.0,
Listeria innocua,all,Checkm,Genome size (bp),>=,2700000,warn,qualibact-v1.0,
Listeria innocua,all,Checkm,Total_Coding_Sequences,<=,3300,fail,qualibact-v1.0,
Listeria innocua,all,Checkm,Total_Coding_Sequences,<=,3100,warn,qualibact-v1.0,
Listeria innocua,all,Checkm,Total_Coding_Sequences,>=,2700,fail,qualibact-v1.0,
Listeria innocua,all,Checkm,Total_Coding_Sequences,>=,2700,warn,qualibact-v1.0,
Listeria innocua,all,Quast,GC (%),<=,37.57,fail,qualibact-v1.0,
Listeria innocua,all,Quast,GC (%),<=,37.48,warn,qualibact-v1.0,
Listeria innocua,all,Quast,GC (%),>=,37.19,fail,qualibact-v1.0,
Listeria innocua,all,Quast,GC (%),>=,37.22,warn,qualibact-v1.0,
Listeria innocua,all,Quast,Ns per 100 kbp,<=,1000,fail,custom,
Listeria innocua,all,Quast,Total length (>= 0 bp),<=,3100000,fail,qualibact-v1.0,
Listeria innocua,all,Quast,Total length (>= 0 bp),<=,3100000,warn,qualibact-v1.0,
Listeria innocua,all,Quast,Total length (>= 0 bp),>=,2700000,fail,qualibact-v1.0,
Listeria innocua,all,Quast,Total length (>= 0 bp),>=,2700000,warn,qualibact-v1.0,
Listeria innocua,all,Speciator,confidence,regex,^good$,fail,qualibact-v1.0,
Listeria innocua,all,Speciator,genusName,regex,^Listeria,fail,qualibact-v1.0,
Listeria innocua,all,Speciator,speciesName,regex,^Listeria innocua,fail,qualibact-v1.0,species_field
Listeria innocua,all,Sylph,number_of_genomes,=,1,fail,qualibact-v1.0,
Listeria innocua,all,Sylph,species_name,regex,^Listeria innocua,fail,qualibact-v1.0,species_field
Listeria innocua,short,Ariba,percent,=,100,fail,custom,
Listeria innocua,short,Checkm,# contigs,<=,180,fail,qualibact-v1.0,
Listeria innocua,short,Checkm,# contigs,<=,120,warn,qualibact-v1.0,
Listeria innocua,short,Checkm,N50 (scaffolds),>=,48000,fail,qualibact-v1.0,
Listeria innocua,short,Checkm,N50 (scaffolds),>=,70000,warn,qualibact-v1.0,
Listeria innocua,short,Quast,# contigs (>= 0 bp),<=,180,fail,qualibact-v1.0,
Listeria innocua,short,Quast,# contigs (>= 0 bp),<=,120,warn,qualibact-v1.0,
Listeria innocua,short,Quast,N50,>=,48000,fail,qualibact-v1.0,
Listeria innocua,short,Quast,N50,>=,70000,warn,qualibact-v1.0,
Listeria monocytogenes,all,Checkm,Completeness,>=,96,fail,qualibact-v1.0,
Listeria monocytogenes,all,Checkm,Completeness,>=,99,warn,qualibact-v1.0,
Listeria monocytogenes,all,Checkm,Contamination,<=,5,fail,qualibact-v1.0,
Listeria monocytogenes,all,Checkm,Contamination,<=,2,warn,qualibact-v1.0,
Listeria monocytogenes,all,Checkm,GC,<=,38.3,fail,qualibact-v1.0,
Listeria monocytogenes,all,Checkm,GC,<=,37.97,warn,qualibact-v1.0,
Listeria monocytogenes,all,Checkm,GC,>=,37.71,fail,qualibact-v1.0,
Listeria monocytogenes,all,Checkm,GC,>=,37.75,warn,qualibact-v1.0,
Listeria monocytogenes,all,Checkm,Genome size (bp),<=,3300000,fail,qualibact-v1.0,
Listeria monocytogenes,all,Checkm,Genome size (bp),<=,3200000,warn,qualibact-v1.0,
Listeria monocytogenes,all,Checkm,Genome size (bp),>=,2800000,fail,qualibact-v1.0,
Listeria monocytogenes,all,Checkm,Genome size (bp),>=,2800000,warn,qualibact-v1.0,
Listeria monocytogenes,all,Checkm,Total_Coding_Sequences,<=,3400,fail,qualibact-v1.0,
Listeria monocytogenes,all,Checkm,Total_Coding_Sequences,<=,3200,warn,qualibact-v1.0,
Listeria monocytogenes,all,Checkm,Total_Coding_Sequences,>=,2700,fail,qualibact-v1.0,
Listeria monocytogenes,all,Checkm,Total_Coding_Sequences,>=,2700,warn,qualibact-v1.0,
Listeria monocytogenes,all,Quast,GC (%),<=,38.3,fail,qualibact-v1.0,
Listeria monocytogenes,all,Quast,GC (%),<=,37.97,warn,qualibact-v1.0,
Listeria monocytogenes,all,Quast,GC (%),>=,37.71,fail,qualibact-v1.0,
Listeria monocytogenes,all,Quast,GC (%),>=,37.75,warn,qualibact-v1.0,
Listeria monocytogenes,all,Quast,Ns per 100 kbp,<=,1000,fail,custom,
Listeria monocytogenes,all,Quast,Total length (>= 0 bp),<=,3300000,fail,qualibact-v1.0,
Listeria monocytogenes,all,Quast,Total length (>= 0 bp),<=,3200000,warn,qualibact-v1.0,
Listeria monocytogenes,all,Quast,Total length (>= 0 bp),>=,2800000,fail,qualibact-v1.0,
Listeria monocytogenes,all,Quast,Total length (>= 0 bp),>=,2800000,warn,qualibact-v1.0,
Listeria monocytogenes,all,Speciator,confidence,regex,^good$,fail,qualibact-v1.0,
Listeria monocytogenes,all,Speciator,genusName,regex,^Listeria,fail,qualibact-v1.0,
Listeria monocytogenes,all,Speciator,speciesName,regex,^Listeria monocytogenes,fail,qualibact-v1.0,species_field
Listeria monocytogenes,all,Sylph,number_of_genomes,=,1,fail,qualibact-v1.0,
Listeria monocytogenes,all,Sylph,species_name,regex,^Listeria monocytogenes,fail,qualibact-v1.0,species_field
Listeria monocytogenes,short,Ariba,percent,=,100,fail,custom,
Listeria monocytogenes,short,Checkm,# contigs,<=,120,fail,qualibact-v1.0,
Listeria monocytogenes,short,Checkm,# contigs,<=,90,warn,qualibact-v1.0,
Listeria monocytogenes,short,Checkm,N50 (scaffolds),>=,66000,fail,qualibact-v1.0,
Listeria monocytogenes,short,Checkm,N50 (scaffolds),>=,101000,warn,qualibact-v1.0,
Listeria monocytogenes,short,Quast,# contigs (>= 0 bp),<=,120,fail,qualibact-v1.0,
Listeria monocytogenes,short,Quast,# contigs (>= 0 bp),<=,90,warn,qualibact-v1.0,
Listeria monocytogenes,short,Quast,N50,>=,66000,fail,qualibact-v1.0,
Listeria monocytogenes,short,Quast,N50,>=,101000,warn,qualibact-v1.0,
Listeria seeligeri,all,Checkm,Completeness,>=,98,fail,qualibact-v1.0,
Listeria seeligeri,all,Checkm,Completeness,>=,99,warn,qualibact-v1.0,
Listeria seeligeri,all,Checkm,Contamination,<=,1,fail,qualibact-v1.0,
Listeria seeligeri,all,Checkm,Contamination,<=,1,warn,qualibact-v1.0,
Listeria seeligeri,all,Checkm,GC,<=,37.47,fail,qualibact-v1.0,
Listeria seeligeri,all,Checkm,GC,<=,37.35,warn,qualibact-v1.0,
Listeria seeligeri,all,Checkm,GC,>=,37.11,fail,qualibact-v1.0,
Listeria seeligeri,all,Checkm,GC,>=,37.15,warn,qualibact-v1.0,
Listeria seeligeri,all,Checkm,Genome size (bp),<=,3100000,fail,qualibact-v1.0,
Listeria seeligeri,all,Checkm,Genome size (bp),<=,3000000,warn,qualibact-v1.0,
Listeria seeligeri,all,Checkm,Genome size (bp),>=,2700000,fail,qualibact-v1.0,
Listeria seeligeri,all,Checkm,Genome size (bp),>=,2700000,warn,qualibact-v1.0,
Listeria seeligeri,all,Checkm,Total_Coding_Sequences,<=,3100,fail,qualibact-v1.0,
Listeria seeligeri,all,Checkm,Total_Coding_Sequences,<=,3000,warn,qualibact-v1.0,
Listeria seeligeri,all,Checkm,Total_Coding_Sequences,>=,2600,fail,qualibact-v1.0,
Listeria seeligeri,all,Checkm,Total_Coding_Sequences,>=,2700,warn,qualibact-v1.0,
Listeria seeligeri,all,Quast,GC (%),<=,37.47,fail,qualibact-v1.0,
Listeria seeligeri,all,Quast,GC (%),<=,37.35,warn,qualibact-v1.0,
Listeria seeligeri,all,Quast,GC (%),>=,37.11,fail,qualibact-v1.0,
Listeria seeligeri,all,Quast,GC (%),>=,37.15,warn,qualibact-v1.0,
Listeria seeligeri,all,Quast,Total length (>= 0 bp),<=,3100000,fail,qualibact-v1.0,
Listeria seeligeri,all,Quast,Total length (>= 0 bp),<=,3000000,warn,qualibact-v1.0,
Listeria seeligeri,all,Quast,Total length (>= 0 bp),>=,2700000,fail,qualibact-v1.0,
Listeria seeligeri,all,Quast,Total length (>= 0 bp),>=,2700000,warn,qualibact-v1.0,
Listeria seeligeri,all,Speciator,confidence,regex,^good$,fail,qualibact-v1.0,
Listeria seeligeri,all,Speciator,genusName,regex,^Listeria,fail,qualibact-v1.0,
Listeria seeligeri,all,Speciator,speciesName,regex,^Listeria seeligeri,fail,qualibact-v1.0,species_field
Listeria seeligeri,all,Sylph,number_of_genomes,=,1,fail,qualibact-v1.0,
Listeria seeligeri,all,Sylph,species_name,regex,^Listeria seeligeri,fail,qualibact-v1.0,species_field
Listeria seeligeri,short,Checkm,# contigs,<=,90,fail,qualibact-v1.0,
Listeria seeligeri,short,Checkm,# contigs,<=,80,warn,qualibact-v1.0,
Listeria seeligeri,short,Checkm,N50 (scaffolds),>=,109000,fail,qualibact-v1.0,
Listeria seeligeri,short,Checkm,N50 (scaffolds),>=,139000,warn,qualibact-v1.0,
Listeria seeligeri,short,Quast,# contigs (>= 0 bp),<=,90,fail,qualibact-v1.0,
Listeria seeligeri,short,Quast,# contigs (>= 0 bp),<=,80,warn,qualibact-v1.0,
Listeria seeligeri,short,Quast,N50,>=,109000,fail,qualibact-v1.0,
Listeria seeligeri,short,Quast,N50,>=,139000,warn,qualibact-v1.0,
Listeria welshimeri,all,Checkm,Completeness,>=,99,fail,qualibact-v1.0,
Listeria welshimeri,all,Checkm,Completeness,>=,99,warn,qualibact-v1.0,
Listeria welshimeri,all,Checkm,Contamination,<=,3,fail,qualibact-v1.0,
Listeria welshimeri,all,Checkm,Contamination,<=,2,warn,qualibact-v1.0,
Listeria welshimeri,all,Checkm,GC,<=,36.39,fail,qualibact-v1.0,
Listeria welshimeri,all,Checkm,GC,<=,36.34,warn,qualibact-v1.0,
Listeria welshimeri,all,Checkm,GC,>=,36.07,fail,qualibact-v1.0,
Listeria welshimeri,all,Checkm,GC,>=,36.1,warn,qualibact-v1.0,
Listeria welshimeri,all,Checkm,Genome size (bp),<=,3000000,fail,qualibact-v1.0,
Listeria welshimeri,all,Checkm,Genome size (bp),<=,3000000,warn,qualibact-v1.0,
Listeria welshimeri,all,Checkm,Genome size (bp),>=,2700000,fail,qualibact-v1.0,
Listeria welshimeri,all,Checkm,Genome size (bp),>=,2700000,warn,qualibact-v1.0,
Listeria welshimeri,all,Checkm,Total_Coding_Sequences,<=,3100,fail,qualibact-v1.0,
Listeria welshimeri,all,Checkm,Total_Coding_Sequences,<=,3000,warn,qualibact-v1.0,
Listeria welshimeri,all,Checkm,Total_Coding_Sequences,>=,2600,fail,qualibact-v1.0,
Listeria welshimeri,all,Checkm,Total_Coding_Sequences,>=,2600,warn,qualibact-v1.0,
Listeria welshimeri,all,Quast,GC (%),<=,36.39,fail,qualibact-v1.0,
Listeria welshimeri,all,Quast,GC (%),<=,36.34,warn,qualibact-v1.0,
Listeria welshimeri,all,Quast,GC (%),>=,36.07,fail,qualibact-v1.0,
Listeria welshimeri,all,Quast,GC (%),>=,36.1,warn,qualibact-v1.0,
Listeria welshimeri,all,Quast,Total length (>= 0 bp),<=,3000000,fail,qualibact-v1.0,
Listeria welshimeri,all,Quast,Total length (>= 0 bp),<=,3000000,warn,qualibact-v1.0,
Listeria welshimeri,all,Quast,Total length (>= 0 bp),>=,2700000,fail,qualibact-v1.0,
Listeria welshimeri,all,Quast,Total length (>= 0 bp),>=,2700000,warn,qualibact-v1.0,
Listeria welshimeri,all,Speciator,confidence,regex,^good$,fail,qualibact-v1.0,
